국가,기관,발행일,제목,원문,링크,수집일
대한민국,산업통상자원부,2025-01-23,(참고자료)규제 샌드박스 발전방안.hwp,(참고자료)규제 샌드박스 발전방안.hwp,https://news.google.com/rss/articles/CBMizwFBVV95cUxNTFczSUt1TW1OLTEybW9YUWlObjRGZmdwV2pDZ1VVUnloUFpPQjQ1VGdBd000RVF5TVV2OEs0YVRwekl4VXdoUlNrbVZWMEFPczQ3WXdYa2Q1WUxHbXpKdnRiNVdZWlI4S2gzOGozUnVGQS1nbEJ4ckItM1VoazVXbUlSRlFKUmpWYjR5RW5vRF82QzYxcGlDc2Zhc093cmdGVGdCeXBNZmFHSkxXUTNlbk1Xc0xQYmpEc1F1TWVWczBIRjc4MWNBbDJabF9Td1U?oc=5,2026-02-04
대만,MOEA,2025-01-22,구현지능 개발 트렌드와 결합된 멀티모달 AI,多模態AI結合具身智慧發展趨勢,https://news.google.com/rss/articles/CBMikAFBVV95cUxPRzRjSms1UUtya1pYeklicFQtaFByZ0dkZkRSNzNXMGNza2piRnI0NDBkYklQakJhZV9aVjNEWkFkelFVZmNIZXJhQUN3RzNRcHllTGhBajFPcndmWnMyMGNvUmtXdVlETk1KclhaRFg0b1Z3VDdFeU9EeVIybFpDTEFNcmlRQzRTazFiMlRUb0o?oc=5,2026-02-04
미국,백악관,2025-01-20,외국 테러리스트와 기타 국가 안보 및 공공 안전 위협으로부터 미국을 보호합니다.,Protecting The United States From Foreign Terrorists And Other National Security And Public Safety Threats,https://news.google.com/rss/articles/CBMi9AFBVV95cUxNbm9hNzhvWWIwQ0VOUGllclMzckpPSTc1ejRTVThmb0VpajFzOEFWdmFXZEZPTW5LWFpJM2JMYUtaeW5Va1MwaGMzdlVzYjJ2M01ncU83ZTBQdkZsRTdPZ2ZmeThuUmpjeWF3aGJzZnNBLUJGMkxsVkxNRjlXdWlRYlhqR3FDZ3F0TXBjdWpCYm1WRHlLY3EwOUFIenF4WXk2MXpkLTVBWG5iZV9RQ25IeU5CRElTclk3R3B6UVc2VnBtRm9qTDlSMFF1ZHVwYlZQWnJEMHVZcUpqM0h0bktDbFAwQkthdHV3Ymw5NG84ZG55NW5r?oc=5,2026-02-04
벨기에,BIPT,2025-01-17,네트워크 및 정보 시스템 보안,Security of networks and information systems,https://news.google.com/rss/articles/CBMipAFBVV95cUxQcWZmUEc0Y1BVMXRkSVRhUHgxZVdJaUpwU0Qzc1ZqMjN0eEh0RjhNQTdlVmVscWdiSHNBcFcyOFVwUzN0VllaV1JJZzd5MEVCM1E0T0xWSXdlSFNXOE1uSnZUTlBZazg3TF9yVVFFQmRYSy1kVE1PMHF4UC1mYkJWSTRoMXZUX2IxVVhNMlFiXzgwSjI3cXgxWlJUQ1l5UmpEY0p3bQ?oc=5,2026-02-04
미국,DOC,2025-01-16,생성적 인공 지능 및 개방형 데이터: 지침 및 모범 사례,Generative Artificial Intelligence and Open Data: Guidelines and Best Practices,https://news.google.com/rss/articles/CBMihgFBVV95cUxPVnF6VVctLWVKeHRpbHZRZW5UMFRHRGZENUczNUlwa1RBQ2dyOTlVdVlTUFdwVE5FYlFqMjhVLTFTYmFGdl85X2dkVmVvVExmTXN6aUxlSHV3MzU4Sk5ISGFrc29Oa3VYbkVGZDIyX2hBalBCZ2t1S1FnN09CSUdUZnJ0aGZmUQ?oc=5,2026-02-04
일본,METI,2025-01-16,서비스 등의 생산성 향상을 위한 IT도입 지원사업 개요 “IT도입 보조금 2025”,サービス等生産性向上IT導入支援事業 『IT導入補助金2025』の概要,https://news.google.com/rss/articles/CBMicEFVX3lxTE5WNXpDRjI2bDVXcFJreDZQbFFtSmtSNk5BTGRrWTVxaWFZemd2NEZSWGcyYk1QMU50WEIweGRnTDdmQlNQRWdKSkNsdXFrVlFoMENmVGQ3a1R1RjlTSXZ6eHlrWl82UVdib2ZINDFTamc?oc=5,2026-02-04
대한민국,산업통상자원부,2025-01-14,2024년 연간 및 12월 정보통신산업(ICT) 수출입 동향,2024년 연간 및 12월 정보통신산업(ICT) 수출입 동향,https://news.google.com/rss/articles/CBMizwFBVV95cUxONlRJd3ZCcnk5SmpMR2ZkRUg1V2FEUmN3eFRqS3I1eThCUVRoSE9OWGp3V0lzajRQRDgyOEJrcW90aXNpMU1IU084VTYwTHV5T1RGSVdDbG85V2V4c1pjREZTMzZ0bDZveVNWUjVxRExQY3RXTk9KNlJ1LUFZWWlpaUJtN040bF9mTlVkWXhBbEhnRmprQ1dIVnVSOHlreGRYM2Y5TnB2RGxyRHh5SUxqaUgwelJIZ2Izdk9zTkhNNnhiclE4SjBaaFVsajZNRDg?oc=5,2026-02-04
영국,DSIT,2025-01-08,학술 기술 승인 제도(ATAS),Academic Technology Approval Scheme (ATAS),https://news.google.com/rss/articles/CBMicEFVX3lxTFBHYzI5UFpwcU9LcGdCVWhFQ3Y0VzFxaWs3S1RyVUZZYWZEVktOT2oxMmJvekJmSDdZWmdSTFZGaWJfTkt2UFJuU09pUWNObldoY2gtenVnN3NMclNoR1RGZWJmako4eUdiMHZ2UEQ0c2Q?oc=5,2026-02-04
대만,moda,2025-01-08,공공부문 인공지능 활용 참고 매뉴얼(안)│디지털 정부 관련 참고문서,公部門人工智慧應用參考手冊（草案）｜數位政府相關參考文件,https://news.google.com/rss/articles/CBMicEFVX3lxTE1ma0RqblJsSTNtSjhVOTgtd3pPUHZrMC14bkxINkJqY2xvYUJwOWJ1QWdNYlc5WVg2UndneFBhandvS3ZzazFXcDJZbFZiYWo0QmVHaTlQamd1NHkxX3habnNkRm1nbWkzeWpXbEppZkQ?oc=5,2026-02-04
대만,moda,2024-12-27,디지털 개발부 차관 Lin Yijing은 포럼 유럽 AI 서밋에 참석하여 AI의 향후 개발 및 대응에 대해 논의했습니다.,數位發展部林宜敬次長出席Forum Europe AI高峰會共商AI未來發展與因應之道｜新聞發布- 公告訊息｜moda,https://news.google.com/rss/articles/CBMiWkFVX3lxTE5wek40VUc2U2lBaFpvMGM0QnJOblFjdF81M2xId3doM2Y3b0F5dHh1NXl4bHlmSzkwZzhETkFHcmpPU1FLSzZyV3BDN0NCbEtrQ0xiX0l4WUEtZw?oc=5,2026-02-04
일본,METI,2024-12-18,"'디지털화·AI도입 보조금'으로 IT 도입, DX를 통한 생산성 향상을 지원!",「デジタル化・AI導入補助金」で IT導入・DXによる生産性向上を支援！,https://news.google.com/rss/articles/CBMiZkFVX3lxTE1Sazc3ZGJhZEkzZTdCM1lMeXVSWGx3dWUzclY4b1FZZ1JiaHctVnZHSHhyeHNNN0lqZUNLbkxLeUN0STNCeUVsX1FIcTd3OXFUYjZTMUY5bktXWW94SzZHbVFQSU5ZZw?oc=5,2026-02-04
스위스,OFCOM,2024-12-16,부문별 규제 활동 개요_EN,Aperçu des activités de régolamentation sectorielles_FR,https://news.google.com/rss/articles/CBMikwFBVV95cUxQbTJCa0p1c3Q5TjAtczQ4aUozejZJTWJxVVB6dWRIMTNOUEJQazc4bEJBQ1BXYm96QUJZMlNmc1JDSl9LMkRZSERrQmdrZzhNbGRYMXdxRFNYX1FQNzhqcVROSS1SODktYllOUjBEVFNWQnhXTTFGajZXbF9NZUdkMmpyeUM4eTJGQU9lMFEtUDdJQm8?oc=5,2026-02-04
미국,NTIA,2024-12-12,배경,Background,https://news.google.com/rss/articles/CBMiqgFBVV95cUxQTkJJYnROd1dDNWNRS28zRVVYVkUxTXU0NEtXem5NMTIxS0FNQktPd1pxYmFCRzhyVHBxZDh2MnhLa3F3a2xCQXdMaU1JemhDODNBRkV0b0tzbWl6ZkIwdFBwSFZPeEFwQ2hHMUt1d013NmlWbDk2NUZHU3g5QzJuLUVLNVJGa3RlV0ZmZElQdXY2ZjFzLURtOU1WYXg1Q3R3SFZCdHdwQVlVUQ?oc=5,2026-02-04
핀란드,MEE,2024-12-10,핀란드의 디지털 혁신 허브가 만들어진 방법,How Finland’s Digital Innovation Hubs were created,https://news.google.com/rss/articles/CBMid0FVX3lxTE04WmlEN29lRDFGaUdpQnQwRWxMUlRqMTQxZ21LQ0xCNmVpT3lZY2hoUHFOSjlSSWlfcFlOb1lOSjZIY3RLWVlXbzg0eTlxc1g2cDdrWVFON25rZndUUTJEb0YzU3VFbFRvOEhXU0FCSkJOVkMyeGRV?oc=5,2026-02-04
노르웨이,KDD,2024-12-02,인공지능에 관한 규제(AI 규제),Forordning om kunstig intelligens (KI-forordningen),https://news.google.com/rss/articles/CBMi1wFBVV95cUxPUzVtODkxMzE1SUl4X3ItN0xYX3V6blZyMF8yRWVoQTY5SnRaRS1PWEM4c1V0ZHZDZ2RqeENvVzRTOGxKVjh4Vk9JSTBWR29xZjRRZmJOWHQxU29naHBkZHhQOW1heFIwWGFSakx1ZGVVQjhKcHgxcm9wTGJhMTZlWmJud0JKcXduTlhTU25IM004RVRDYUpqZE5kSHloNkhsWHJhUGRhUl9fM3lYZ3lPU0pzajRlSUFWZDBzTVVfTGVFZVNQXzhNQi1yazUxUGE0dVBzYlRqaw?oc=5,2026-02-04
대만,moda,2024-11-29,생성 AI의 산업 응용 및 개발 동향,生成式 AI 的產業應用與發展趨勢,https://news.google.com/rss/articles/CBMiW0FVX3lxTE01MU8wQWRTSTQ5ZWV3M1NueXdXS1ItcHIwbGZlVUJpQUoxNXMzcC02cWFYd205aG5SOVFBUFl4RXE1bm9JMzM5YXduN01hc3drSENwNzdaYmpTOTg?oc=5,2026-02-04
프랑스,DGE,2024-11-28,AI 기여 요청 - 효율성 규칙 및 규정을 위한 AI 2024년 11월 28일 프랑스 AI부에서 f의 지원을 받아,"Call for AI Contributions – AI for Efficiency Rules & Regulations On 28/11/2024, the French Ministry of AI, with support f",https://news.google.com/rss/articles/CBMi7gFBVV95cUxNYnJKeWU4Xy1xUEgyemQwNDJ3bURMalJETDk2WVgzb2hTWXEtUTNNSVpNRGJUTWtCcUs5cHdaUlQ5dVh6MTZWaGNCanJqTzFaeDF4VWh6RDlWVXFSYVFHOVJzdHJVMjUzOVlyNkJrNGRnVUhHSnhOMmtBQ3FWajBQektJTTZrS1NndC1KTndFUWNadjVkd1d3M3U1UXE2S0xRY2RadjJwaHlEMS1hRENEdFpfY2duVDRnQlhuS2g2ZzhqM2hiUzk2ZXE4bE05QnJla1hobDhZV2RnOTJnbFpWbmcycHpCcU1qRTl4d05n?oc=5,2026-02-04
프랑스,DGE,2024-11-28,AI 액션 서밋 2025,Sommet pour l’action sur l’IA 2025,https://news.google.com/rss/articles/CBMiywFBVV95cUxQbERwWW1ObThsLTJiVTBYUHRvRmFxMVFTN2ZZTUoxSEJVbjZrV0hkeGpxU2JPRjh6eWduTmFCbk13OXdiZzdCS1l0WlpaNVpNelRsRFhXZ0xKN3FqY1NoYUtEQjdLVWttSktHeUYyTEdvaExIZ3ZxUGZjYVAxSVBwaWVMVjh6ckhNTzBXMV91bHItekFhQS03Ul9YWmFWZmwxeThRQllnckh5QkpXamh6ZVVRc0RCY0xMX2JMbzhFbTZLa1BjVlZJQmtvZw?oc=5,2026-02-04
프랑스,DGE,2024-11-25,인공 지능 국가 조정 (COSNIA),Coordination nationale pour l'intelligence artificielle (COSNIA),https://news.google.com/rss/articles/CBMimAFBVV95cUxPeHNpT0FJMjZBYWUwa2NuTFJseHk1VkIzNEJBeExpVlBRMGw2OEpHdWxxbnZDYms2R05qMklrSzdNNjVDQlk4dDZHVHgzSExZTzlWckV6SW5ManYxdzZVbklSUldGalBBWWtZMjljenF3dFlpdnliYWYtYmQta255bjVLdXpxWWUyX05yNTZIbGJVcjh1OG1xQQ?oc=5,2026-02-04
프랑스,DGE,2024-11-25,유망주,PROSPECTIVE,https://news.google.com/rss/articles/CBMi2gFBVV95cUxNMEtBZG52aWRLRkRncXAxaUdhbFlHNFZaWHNsenVTU0Y2aUZvVnNFRUJuQXdLTm9XODlSX2dDbGxGNV9KM3ctZmJVTmdrUVU0TW1hS05tekljcnR4N2ZTQXN4R3M2LWVJcHFQTVJLT2FCOXgwbVh6VnpnU1REMHJYMnpDOVBjSmI3Tzd4VUp4dGp3M240MV9oM3oyNU9vY0xQMGRvQjhzUWhXaUEyVlZPSDVjOFl5NFZXRnF3S1NfMjN6aUNubW1fLUhFVUtOUU1PN3pYdWtrSm9XQQ?oc=5,2026-02-04
중국,CAC,2024-11-22,2024 글로벌 개발 이니셔티브 디지털 협력 포럼 의장 성명서,Chair´s Statement of Global Development Initiative Digital Cooperation Forum 2024,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE1jeFd5a0gxeWtQLU5qdVdhQm5tNkZNczRQNzNnX2k3V1JxdTIzeGE3WEpFQXhHa1J4TlZzSW9nbFZwaEp0dE4tc0dmR1pPU2NsWThzbVpfV2l5eWZ3TGtfcVJadWxmVU0?oc=5,2026-02-04
프랑스,Bercy,2024-11-04,금지 명령 및 제재,Injonctions et sanctions,https://news.google.com/rss/articles/CBMiiAFBVV95cUxQOUtWbW9YQXNBQkNsaC1LSTlnRWZfcTQ4eGdLWWV2eUVSMldpVGFtaUhmLUpla1FtSkxrODhBS0M1NWkteXVsVjRxWVE2YnlkV1F1NUI4dnpvRHRpVENsSl9HeS16cEVxdVI3dS1KQzl0QlhIU05TRTduVGRHWVVMUF9zSVh2LVA4?oc=5,2026-02-04
호주,DISR,2024-10-21,AI와 ESG,AI and ESG,https://news.google.com/rss/articles/CBMiYEFVX3lxTE1DQ1FwMl92QmhkRWkyZlpPR2RUSy1udVEyNjFnQ0hEVjZlek5aUm80T25DS3Z0NVRZNTh2LTZadXMydTBiMEFxY1RWcW9QaUR0OWtwZ0t0NU1CY3c5dkZnaQ?oc=5,2026-02-04
스웨덴,Finance,2024-10-16,의향서,LETTER OF INTENT,https://news.google.com/rss/articles/CBMitwJBVV95cUxOVVFBVzVUa2IxQS1tUU1qTXR0aWtjLWlrQjh3VVRqNFoxanRWZEhRMXNBd2J1TmpScU9HZ045SVEwTGRadVZuM0pVYW10Ym1CYXVaVU9MT1NXLWx3dFNVRVBfYzBmVGRWcFJHRW9Oa1ZMRFVDamxiUHlWR195aUdKQU43ZE5OSEpSanRURlZMb2F5Nk9iWlo3Yy15ZUlwSUNXUTcyTXRFY0JrXzZvOUlta2c0VkJQM19CSXR2MEhtRm84VG1JakFMNjNWSDB4U21TZTZ6Q2s4eE85R3ZmY3Q3TXZWX0xQNHFCTGpvVmJ1MGk3SkZJTEE2Y1BIUjlCY2pOSUxhM2I0YkRkZjFBMUtwMmo4cGk0ZDZnOWpHaVgzNGlzbE1PVGNMd084ZVdyVU9vbXFTblhwYw?oc=5,2026-02-04
대한민국,과학기술정보통신부,2024-10-09,직원검색,직원검색,https://news.google.com/rss/articles/CBMiqwFBVV95cUxPcFhDUEtNSzhtZzZlZmZjN2JWVVZ4cHJBZmNSWFI1ZWtVRUM0OW9JVFdCaEMxVldFZ0FkSTl0VG1hNkZrMi16XzFmRV81T3NSOGo0RFFoSHhSb25ETG1Ha01GMG90MGZfTUN0OTc5UDJYV0FOWDV2UzB4TkZOSEpEUVpZMmFNa29SaUl4UmZtZk85WVJURUFReWVDa0JXd0xTdjRnTmhiLXZCSlE?oc=5,2026-02-04
스웨덴,Finance,2024-09-26,CV 사라 모딕,CV Sara Modig,https://news.google.com/rss/articles/CBMirAFBVV95cUxNWHYwQkJqb2hUaUdHZnpkcTFSUk9iUmh2VnJFakhtYnNZOTRaUmtKbmFMQlo0UzV0UUM2ZGxJQklDdFYyb1d5TC1wSnhMaV90SGtkNW9KR2pfcHk2S3ZrUDI3bzNmdnBsU0dibkI3NnJKYnFzRkNGMTZ2R0oyeVh0SGV1eEdVdmhKMGhXTW0xZjk0a0JscDZMbHVPWUVOM0I4YTVhOUdoWlN4Q3Ra?oc=5,2026-02-04
프랑스,DGE,2024-09-20,프랑스 2030: 인공지능을 위한 국가 전략,France 2030 : stratégie nationale pour l'intelligence artificielle,https://news.google.com/rss/articles/CBMiywFBVV95cUxOLW8xWDZGUndpMW5kVlR1dUFsek9nRl9nd1JFRW9yOW5rd1lXOUV4UmNETEFHd0xhUGgteFE2aXY2N1I5WktwRXk2RGNuTkFxci1GQmdobF9fYXpMdXo0eDlNaUh1TG5BZ1ZUZjlaLVhSclFETFlxeVA3MjRfdFJwd0RmTzBGcmZGOGFHc1g0Z0pndHo1SWJlNER6eXlUalJjUHpsQm9CclJ1Slo3SWgzV3FiTGRUNmE0UDNaU3F1NWg2TGNzUTRqQ0dIaw?oc=5,2026-02-04
스웨덴,Finance,2024-09-16,스웨덴-핀란드 협력 선언,Svensk-finsk samarbetsförklaring,https://news.google.com/rss/articles/CBMixgFBVV95cUxNOGNjRHRpRDdvdWtjTGNqMzhkQUVPbzBtd1ZRSUlWZVZFT3lWZnNrcnBNTlVnb3ZINVJteVhGdzFYNjBuTFREQ2g4UXAxNk9OZHAwRHZRSWVFNUFhTXc3UmN4YzZvSkptSXZ5OUZuaWhOTzk3OGI0SzM3TU14bG9aaE5VR0NyZU4xNnRUWjlrSHFNYk9ZWkNvaTZTUHdfa0p6WHpSNy1PZnVNRm5ueXdYMnRyMmpIY0J2ZlVPYWF0OTI4em8wSWc?oc=5,2026-02-04
스웨덴,Finance,2024-09-13,스웨덴·핀란드 장관 공동 방문,Swedish and Finnish ministers to undertake joint visits,https://news.google.com/rss/articles/CBMioAFBVV95cUxPREZ0cndyYi0tN0hhUDQxaEQ3MmdSdlcwTEx6ZElvU0RrNEIxOE00a05FMXZ6Rk9TU1VsZlVXcmVDNkkzeWZqS2ptVy1SUWNjemJkaFRsQXpTb1RlMGJMeEE0cy16WHdCSHoyMnJrT181RFFzMUxqNzd6ZzNCQ3VQZkRUTVQtazdvbnJSS1J1c1lDQ1k2cXlWT28wS1lhSWZ4?oc=5,2026-02-04
핀란드,MEE,2024-09-11,질의응답: 2024년 9월 11일 인공지능 규제 이해관계자 회의,Kysymyksiä ja vastauksia: Tekoälyasetuksen sidosryhmätilaisuus 11.9.2024,https://news.google.com/rss/articles/CBMivgNBVV95cUxPTGdhMmZkUzV0cU0yUGhKWkpKMzBHUEpvdy1oXzQ5S2tsd3lLc1ZWekJVWEc0bk91bEZZcnQyOU5OcGFXZTh0S2xiMWk0dG9EOVJUUGxtdlhxVWZ4YTBIZVQzRXd4QW9oMjRaOXhFRm5Mbi1SVi1FX3NZcWEyYWZNbkk3WGxkaDV1WlZfVFBtVHFDclpWek9lekgyMmlHX0pEYjhiZU5qNlFENHllUlRyQ0hzRDcxRXIzTDdiYjNNZUpLd3E2Z1J4dXdKVl9sbExhRnR0aG9iUFl2cWhjdFUwemdHYl9xdXZ0aGtDZi03M0JQbVVwazJwdlZ5cEdOdE9FTzhIUjV6RjBtMVRRUnkxakFFZjBlZHlzaUdkZk9JOUxtWi1ZdHNNUDZ4ZG5tM2ZoVE9SeUpmZnliWGZLT0MzNzk4dmgwWmVNRW5rbnBYSkdocUdwWXQzUUR0YmhtcDdIa2s0LUlzRUI2Ty1uaGxLWk14clpJQzBuOW1hR3VHUkQwSU5uTWtacG5CY2R3UmRjTnJfUWlhT0Fpb1owZWpDRjFtNkJxOVVfQk0wRUVEWDdyb1Zxd1JzZzloT0lYUQ?oc=5,2026-02-04
핀란드,MEE,2024-09-11,유럽연합(EU)의 인공지능 규제와 핀란드에서의 시행,EU:n tekoälyasetus ja sen toimeenpano Suomessa,https://news.google.com/rss/articles/CBMi_gFBVV95cUxOQWxNeWNRTGIweDJVeXpXZE51S1FIMTdlZFZWMllQRk10a0hCU0hyeVhuODFobFFQaEtYUlFuM3lWcDZOeWF6QzJJLXJieU1oQTJqS1ZXREo5OFpGeGt6MHVSQjMzV0hfZm9Pb1lUYzFOQ08zUzN3c1REX3NFSlRfbUJCSXl2ekU1cU01LXp4MnJ4Z2ZkRGdhQThaaWRvRGgzVE5rVkJPWDd6a21nOXR0bmRjX0hFYnpaWkhsamdGcEJqVXhmYm1fRFdEZk9oWkRTcFg1RmlqVUZ2Z0VlbDVsSVdGcGRsTDN4WWZKZHZGdi1vR1hMbDZOT0V6eFhUZw?oc=5,2026-02-04
스웨덴,Finance,2024-09-09,2023년 스웨덴 정부 기관 연감,Swedish Government Offices Yearbook 2023,https://news.google.com/rss/articles/CBMiuAFBVV95cUxOWnVKenJwYmN3WFZrSXRobHdBWUw4NmNVRVVEOFFuMG5rQk9mZ1F1UnljODg4cXpCX1VUYnNvVERJTUNHWnQzYzQxWmxkWW80ZkVnbUhWdFpmVTNhVFlaVXlHZzdmRzF1WVRWcWJxdWdTeWJGQkYydmZEVkpuZ3lGTmNpNGoxN2xOaUMwdHBqSllQbWx3SFNyZVYySjJ3WEQyRVpaNFE0QXZkMWhldEtkb0hEMGwwZjVj?oc=5,2026-02-04
호주,DISR,2024-09-05,호주의 새로운 AI 안전 표준은 사람이 최우선입니다,People come first in Australia's new AI Safety Standard,https://news.google.com/rss/articles/CBMijAFBVV95cUxPY1YwMUFtdGJoR2xKWlQ4NGhVMl9DMHdOQ0RNRDZpMVVDelRJZnVpZElyRHByVzZiOTgyRXZ1dnBfT2lxUEhVeE9xNVIwNlJHYkhNMGdFcTJIcVJjNFVCSVRoV2hkd3JvWDd1TTVPVDVrN2JGX3VWTThtRHJrUEdPUXpnWkdlN2YxMktFZA?oc=5,2026-02-04
호주,DISR,2024-08-29,2024년 호주 AI의 달: 이벤트 주최자 등록 양식,Australia's AI Month 2024: event organiser’s registration form,https://news.google.com/rss/articles/CBMilgFBVV95cUxQN2IxWUdKT1hRekt2eGJmZFRycVF2WGs0VHRsU1dSWkR2TDBKRDhmNm1rMzNjZGg4bmkyMUxfdFlQdGhZSlRmRkFWM01YNm05Z0V4WF9VRktPUFZmU1lpWER1UWwzMVJtREM4aTRPMUpxUUVycXFtR2I4QUtVYXplNEs3M2c4T05ucFk4a0dwdENBVV9rX2c?oc=5,2026-02-04
일본,디지털청,2024-08-07,공공 데이터 이용약관(버전 1.0),公共データ利用規約（第1.0版）,https://news.google.com/rss/articles/CBMiekFVX3lxTE1zMktmRGcyMXpldklaTmtqZHVYdnRVa25iYTlnOUVfV2N5b2dxMTVwVmtMbHpPeVhqYU5Fbmhoc3VYdFdLR3pnVEtDOUM4RlJRVG5Yc2FiTmNjaDFxa29BbDlNTTBmOXhJNmJJLVBrRlFMdzJZbnhGdGtR?oc=5,2026-02-04
미국,NTIA,2024-08-02,인공 지능으로 9-1-1 운영 개선,Improving 9-1-1 Operations with Artificial Intelligence,https://news.google.com/rss/articles/CBMipgFBVV95cUxOTDRYcVVjUHp4cUpCUGU3YTJDSE9wSGNKRXo5Mml4dmlPbjltSEhrOXJERnV4X3AxamRmTHVkQ3lQN2ozcUtFNmswdE9ySmxEVnlMWTVnWlpncHVha0ZNb3BiLVhoWEdaTnBMZ1ZlT1NJc0Q0UU52MXFPb3hQR1NlajZqWlpBVTRBR2ZGaDN6SFJwVFlFSG51WERZbWJwTkdJb3dSV1pn?oc=5,2026-02-04
대한민국,산업통상자원부,2024-07-09,K-디자인과 인공지능(AI) 융합을 위한 첫 청사진 나왔다,K-디자인과 인공지능(AI) 융합을 위한 첫 청사진 나왔다,https://news.google.com/rss/articles/CBMizwFBVV95cUxPWDNyLU43WFR5OElaMFhWMHVONW9VZTZQaDhEel9TMUdzbkZrcEhLeWR6ZGtQTUlPWUpzX0o4Y3pvSjFjS21vZkNNbzA0eUZKY2VWMWVLemJnMFZoaUQ3YXJHeVE0S19ONzdQdDNWd254QWZOb2RNRXd2ekRpZmFuOUpaZ3RSeE5VY2N4NXRHVFkzYk5YVXFWMzZ4blFTWEg5TlRGZTJXMDlRS0lVM1h2WmtFSXVhZURSTjMwY0xJcHlYLWd2WU1Kb2Qyc1ZfNGc?oc=5,2026-02-04
일본,MIC,2024-07-05,ICT 시장 동향,ICT市場の動向,https://news.google.com/rss/articles/CBMif0FVX3lxTE5UXzlCTk9hNDF0Zlo0YzhPZ2FQMXVMM1N3el9MLU5TcTZiN09fRnJmcGxyTXpQWGw2TTQ2Y0VWN2hhbFBHbWl5b2RHdDZPZnJiM0dVcDQ3VWdMNkVYb1VPaElmY3lEc21uVVRGSmNzRmw5amh4UlI3UUM4WkxUT00?oc=5,2026-02-04
캐나다,ISED,2024-07-04,캐나다의 AI 우위 확보: 기본 청사진,Securing Canada's AI advantage: A foundational blueprint,https://news.google.com/rss/articles/CBMitAFBVV95cUxQbUNmby1iNGhEa21YbXBPdTVsalV6eVczSE01ZG90MUh0c3d4b1hSUGJabzZ1dDZHTS0zM0haRFk3VmY4UW1GdzJuZzhmU2V5bEJlbW5qN1RjMW05VWVfTkl1NHliVGF0TWxSYS1sbXhDWVkwNDAySHUtNmhzY05YMF9Ddnl4dUtBeE5icEpwTVR5OUo0SmVWQUZueUI2emFKZ2NxbC1BU0ZGaktUcGhiSGN5TGI?oc=5,2026-02-04
네덜란드,EZK,2024-07-02,에디 반 마룸,Eddie van Marum,https://news.google.com/rss/articles/CBMie0FVX3lxTE1qZDJXLXJZcHNpaDFqUDh0aEV6QkpkaEF2dmZKZ0t6Qk56UWQwakVZdXBwM2dmWXY1UXZuRy11WXUzNUZBZERIZ2RkYkNiclNoWUZ0QVNWSWtTeVB0Rk1NSUNOckdJdGNjNldJQ3A5dW1tSUpmOUtmcHNyQQ?oc=5,2026-02-04
이스라엘,IIA,2024-07-02,2024년 이스라엘 Gen-AI 연구 기업,2024 בישראל Gen-AI מחקר חברות,https://news.google.com/rss/articles/CBMimAFBVV95cUxQWGZnaC1vTnJwTWRCdTl2Q1J0aFNCTWN5MGlBRTBYVnkwZUo2dm5rRHpONVpQSFNTTzlPQTRmaVRaTWVYanhIN1JZUDJlLUQtUG84Q0dzWVdWOTVZTzhvOHVIQlpUZWFFQmQ3amNrVlY3SzBvVEotd091TEdudXFObndKZjVtdkFGb1B6NUJ0Mm92bUdxcC1GQw?oc=5,2026-02-04
싱가포르,MDDI,2024-06-27,"싱가포르와 중국, 제1회 싱가포르 중국 디지털 정책 대화에서 협력 강화",Singapore and China advance cooperation at inaugural Singapore China Digital Policy Dialogue,https://news.google.com/rss/articles/CBMioAFBVV95cUxQdk5xbEg5NEtUSnJYeXRRMGdHSkwySW4wY1gtV0JVZ2RUeE52U1VkdllvVXRKd282cnhudUNzRk15aEwyT0VJUHZiSklwUzZYdjhaOTJwWDMwN2ZDYTBPSUhON1RuVUt2c2pjd1dKRXlKM3dOYUxWZktrN285Z215UlJXUDFjd1pVOEl1UUN3VVd4RW9NSkVFY2dySWlGM2xp?oc=5,2026-02-04
핀란드,MEE,2024-06-15,EU AI 규정의 국가적 이행을 위한 실무그룹,EU:n tekoälyasetuksen kansallisen toimeenpanon työryhmä,https://news.google.com/rss/articles/CBMiVEFVX3lxTE1jRnFHM3lJaWI5WEVBMzUydVJ0ZVBmdFE1RlFCbXJFUERZWk5tOWg5bVNLVGdTTVhJS01razRISUdGdEFSQ1BhS05NVlFRSVcxLVRGVw?oc=5,2026-02-04
노르웨이,KDD,2024-06-11,전문가 그룹 – AI와 선거,Expert group – AI and elections,https://news.google.com/rss/articles/CBMisgFBVV95cUxPQVprbTFmYUhuVkJsV3FwbTdxekxZbnZHR25xQjRUYi1HVFlYeHpCNTNNWk05NmNncWdPS29vUGh1NWlmdDhOMXdoRFRWaFdEbEM0WmNlMldtOVA5aTg1MElSQ1lEVjhDNm9UYU8td2hHbnVya0NZaDFRbXlFR1UweU85aEU3aUpYWEdrZ3o3UjhlbTdzMkU2VW1iaG1OazlaSzZPbHhub3BxR2JjY3hSSXdB?oc=5,2026-02-04
