발행일,발행부처,문서종류,제목(영문),원문링크,문서번호
2025-09-30,Executive Office of the President,Presidential Document,"Gold Star Mother's and Family's Day, 2025",https://www.federalregister.gov/documents/2025/09/30/2025-19138/gold-star-mothers-and-familys-day-2025,2025-19138
2025-09-30,"Transportation Department, Federal Aviation Administration",Proposed Rule,Airworthiness Directives; Airbus Helicopters,https://www.federalregister.gov/documents/2025/09/30/2025-19083/airworthiness-directives-airbus-helicopters,2025-19083
2025-09-30,"Transportation Department, Federal Aviation Administration",Proposed Rule,Airworthiness Directives; Leonardo S.p.A. Helicopters,https://www.federalregister.gov/documents/2025/09/30/2025-19082/airworthiness-directives-leonardo-spa-helicopters,2025-19082
2025-09-30,"Transportation Department, Federal Aviation Administration",Rule,Airworthiness Directives; Airbus Helicopters,https://www.federalregister.gov/documents/2025/09/30/2025-19079/airworthiness-directives-airbus-helicopters,2025-19079
2025-09-30,"Interior Department, Reclamation Bureau",Notice,Agency Information Collection Activities; Recreation Use Data Reports,https://www.federalregister.gov/documents/2025/09/30/2025-19073/agency-information-collection-activities-recreation-use-data-reports,2025-19073
2025-09-30,Small Business Administration,Notice,Development Company Loan Program-Job Creation and Retention Requirements; Additional Areas for Higher Portfolio Average,https://www.federalregister.gov/documents/2025/09/30/2025-19072/development-company-loan-program-job-creation-and-retention-requirements-additional-areas-for-higher,2025-19072
2025-09-30,"Defense Department, Office of the Secretary",Notice,Revised Non-foreign Overseas Per Diem Rates,https://www.federalregister.gov/documents/2025/09/30/2025-19071/revised-non-foreign-overseas-per-diem-rates,2025-19071
2025-09-30,Housing and Urban Development Department,Notice,"Economic Growth Regulatory Relief and Consumer Protection Act: Implementation of National Standards for the Physical Inspection of Real Estate (NSPIRE); Extension of NSPIRE Compliance Date for Housing Choice Voucher, Project-Based Voucher, and Section 8 Moderate Rehabilitation Programs",https://www.federalregister.gov/documents/2025/09/30/2025-19070/economic-growth-regulatory-relief-and-consumer-protection-act-implementation-of-national-standards,2025-19070
2025-09-30,Securities and Exchange Commission,Notice,Self-Regulatory Organizations; The Depository Trust Company; Notice of Filing and Immediate Effectiveness of Proposed Rule Amend DTC Rule 18 (Waiver or Suspension of Rules and Procedures),https://www.federalregister.gov/documents/2025/09/30/2025-19069/self-regulatory-organizations-the-depository-trust-company-notice-of-filing-and-immediate,2025-19069
2025-09-30,Securities and Exchange Commission,Notice,"Self-Regulatory Organizations; The Options Clearing Corporation; Notice of Filing and Immediate Effectiveness of Proposed Rule Change by The Options Clearing Corporation Concerning Amendments to OCC's By-Laws and Rules To Remove the Numerical Designation of Paragraphs in Those Articles of the By-Laws and Sections of the Rules That List Definitions, in Favor of Maintaining the Paragraphs in Alphabetical Order",https://www.federalregister.gov/documents/2025/09/30/2025-19068/self-regulatory-organizations-the-options-clearing-corporation-notice-of-filing-and-immediate,2025-19068
2025-09-30,Securities and Exchange Commission,Notice,"Self-Regulatory Organizations; the Options Clearing Corporation; Notice of Filing and Immediate Effectiveness of Proposed Rule Change by The Options Clearing Corporation Concerning Amendments to Its Risk Management Framework (“RMF”), Third-Party Risk Management Framework (“TPRMF”), and Default Management Policy (“DMP”), (Collectively, the “OCC Policies”).",https://www.federalregister.gov/documents/2025/09/30/2025-19067/self-regulatory-organizations-the-options-clearing-corporation-notice-of-filing-and-immediate,2025-19067
2025-09-30,Securities and Exchange Commission,Notice,Self-Regulatory Organizations; Nasdaq PHLX LLC; Notice of Filing and Immediate Effectiveness of Proposed Rule Change To Amend NDX Pricing,https://www.federalregister.gov/documents/2025/09/30/2025-19066/self-regulatory-organizations-nasdaq-phlx-llc-notice-of-filing-and-immediate-effectiveness-of,2025-19066
2025-09-30,Securities and Exchange Commission,Notice,Self-Regulatory Organizations; The Depository Trust Company; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change To Amend the Underwriting Service Guide and Operational Arrangements,https://www.federalregister.gov/documents/2025/09/30/2025-19065/self-regulatory-organizations-the-depository-trust-company-notice-of-filing-and-immediate,2025-19065
2025-09-30,Securities and Exchange Commission,Notice,Self-Regulatory Organizations; National Securities Clearing Corporation; Notice of Filing and Immediate Effectiveness of Proposed Rule Change To Amend NSCC Rule 22 (Suspension of Rules),https://www.federalregister.gov/documents/2025/09/30/2025-19064/self-regulatory-organizations-national-securities-clearing-corporation-notice-of-filing-and,2025-19064
2025-09-30,"Interior Department, National Indian Gaming Commission",Rule,Submission of Gaming Ordinance or Resolution,https://www.federalregister.gov/documents/2025/09/30/2025-19063/submission-of-gaming-ordinance-or-resolution,2025-19063
2025-09-30,"Justice Department, Drug Enforcement Administration",Notice,"Jody Adams, N.P.; Decision and Order",https://www.federalregister.gov/documents/2025/09/30/2025-19062/jody-adams-np-decision-and-order,2025-19062
2025-09-30,Securities and Exchange Commission,Notice,"Self-Regulatory Organizations; NYSE Arca, Inc.; Notice of Filing and Immediate Effectiveness of Proposed Rule Change Relating to the Listing and Trading of Shares of the 7RCC Spot Bitcoin and Carbon Credit Futures ETF",https://www.federalregister.gov/documents/2025/09/30/2025-19061/self-regulatory-organizations-nyse-arca-inc-notice-of-filing-and-immediate-effectiveness-of-proposed,2025-19061
2025-09-30,Federal Register Office,Notice,Publication Procedures for Federal Register Documents During a Funding Hiatus,https://www.federalregister.gov/documents/2025/09/30/2025-19060/publication-procedures-for-federal-register-documents-during-a-funding-hiatus,2025-19060
2025-09-30,Securities and Exchange Commission,Notice,Self-Regulatory Organizations; National Securities Clearing Corporation; Notice of Designation of Longer Period for Commission Action on Proposed Rule Change To Amend the CNS Fails Charge in the NSCC Rules,https://www.federalregister.gov/documents/2025/09/30/2025-19059/self-regulatory-organizations-national-securities-clearing-corporation-notice-of-designation-of,2025-19059
2025-09-30,"Justice Department, Drug Enforcement Administration",Notice,"Henry Emery, M.D.; Decision and Order",https://www.federalregister.gov/documents/2025/09/30/2025-19058/henry-emery-md-decision-and-order,2025-19058
2025-09-30,Securities and Exchange Commission,Notice,Self-Regulatory Organizations; 24X National Exchange LLC; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change To Amend the Limited Liability Agreement of 24X US Holdings LLC Regarding the Warrant Performance Incentive Program,https://www.federalregister.gov/documents/2025/09/30/2025-19057/self-regulatory-organizations-24x-national-exchange-llc-notice-of-filing-and-immediate-effectiveness,2025-19057
2025-09-30,Securities and Exchange Commission,Notice,Self-Regulatory Organizations; Fixed Income Clearing Corporation; Notice of Filing and Immediate Effectiveness of Proposed Rule Change To Amend GSD Rule 42 (Suspension of Rules) and MBSD Rule 33 (Suspension of Rules in Emergency Circumstances),https://www.federalregister.gov/documents/2025/09/30/2025-19056/self-regulatory-organizations-fixed-income-clearing-corporation-notice-of-filing-and-immediate,2025-19056
2025-09-30,"Transportation Department, Federal Aviation Administration",Proposed Rule,Airworthiness Directives; The Boeing Company Airplanes,https://www.federalregister.gov/documents/2025/09/30/2025-19055/airworthiness-directives-the-boeing-company-airplanes,2025-19055
2025-09-30,"Justice Department, Drug Enforcement Administration",Notice,"David Payne, M.D.; Decision and Order",https://www.federalregister.gov/documents/2025/09/30/2025-19054/david-payne-md-decision-and-order,2025-19054
2025-09-30,Securities and Exchange Commission,Notice,"Self-Regulatory Organizations; Financial Industry Regulatory Authority, Inc.; Notice of Partial Amendment No. 1 to Proposed Rule Change To Amend the FINRA Capital Acquisition Broker (“CAB”) Rules",https://www.federalregister.gov/documents/2025/09/30/2025-19053/self-regulatory-organizations-financial-industry-regulatory-authority-inc-notice-of-partial,2025-19053
2025-09-30,Securities and Exchange Commission,Notice,"Self-Regulatory Organizations; Nasdaq ISE, LLC; Notice of Filing and Immediate Effectiveness of Proposed Rule Change To Amend NDX Fees",https://www.federalregister.gov/documents/2025/09/30/2025-19052/self-regulatory-organizations-nasdaq-ise-llc-notice-of-filing-and-immediate-effectiveness-of,2025-19052
2025-09-30,"Transportation Department, Federal Aviation Administration",Notice,"Agency Information Collection Activities: Requests for Comments; Clearance of a Renewed Approval of Information Collection: Certification: Mechanics, Repairman, Parachute Riggers",https://www.federalregister.gov/documents/2025/09/30/2025-19051/agency-information-collection-activities-requests-for-comments-clearance-of-a-renewed-approval-of,2025-19051
2025-09-30,"Justice Department, Drug Enforcement Administration",Notice,"Denise Henderson, M.D.; Decision and Order",https://www.federalregister.gov/documents/2025/09/30/2025-19050/denise-henderson-md-decision-and-order,2025-19050
2025-09-30,Securities and Exchange Commission,Notice,"Joint Industry Plan; Notice of Filing and Immediate Effectiveness of Amendment to the National Market System Plan Governing the Consolidated Audit Trail Regarding Conversion and Name Change of NYSE Chicago, Inc. to NYSE Texas, Inc.",https://www.federalregister.gov/documents/2025/09/30/2025-19049/joint-industry-plan-notice-of-filing-and-immediate-effectiveness-of-amendment-to-the-national-market,2025-19049
2025-09-30,Securities and Exchange Commission,Notice,"Self-Regulatory Organizations; Nasdaq GEMX, LLC; Notice of Filing and Immediate Effectiveness of Proposed Rule Change To Amend NDX Pricing",https://www.federalregister.gov/documents/2025/09/30/2025-19048/self-regulatory-organizations-nasdaq-gemx-llc-notice-of-filing-and-immediate-effectiveness-of,2025-19048
2025-09-30,"Transportation Department, Pipeline and Hazardous Materials Safety Administration",Notice,Hazardous Materials: Notice of Applications for New Special Permits,https://www.federalregister.gov/documents/2025/09/30/2025-19047/hazardous-materials-notice-of-applications-for-new-special-permits,2025-19047
2025-09-30,Securities and Exchange Commission,Notice,"Axxes Opportunistic Credit Fund, et al.",https://www.federalregister.gov/documents/2025/09/30/2025-19046/axxes-opportunistic-credit-fund-et-al,2025-19046
2025-09-30,"Health and Human Services Department, Children and Families Administration",Notice,Proposed Information Collection Activity; Provision of Child Support Services in IV-D Cases Under the Hague Child Support Convention; Federally Approved Forms,https://www.federalregister.gov/documents/2025/09/30/2025-19045/proposed-information-collection-activity-provision-of-child-support-services-in-iv-d-cases-under-the,2025-19045
2025-09-30,"Defense Department, Office of the Secretary",Notice,Arms Sales Notification,https://www.federalregister.gov/documents/2025/09/30/2025-19044/arms-sales-notification,2025-19044
2025-09-30,"Defense Department, Office of the Secretary",Notice,Arms Sales Notification,https://www.federalregister.gov/documents/2025/09/30/2025-19043/arms-sales-notification,2025-19043
2025-09-30,"Defense Department, Office of the Secretary",Notice,Arms Sales Notification,https://www.federalregister.gov/documents/2025/09/30/2025-19042/arms-sales-notification,2025-19042
2025-09-30,"Defense Department, Office of the Secretary",Notice,Arms Sales Notification,https://www.federalregister.gov/documents/2025/09/30/2025-19041/arms-sales-notification,2025-19041
2025-09-30,"Defense Department, Office of the Secretary",Notice,Arms Sales Notification,https://www.federalregister.gov/documents/2025/09/30/2025-19040/arms-sales-notification,2025-19040
2025-09-30,"Transportation Department, Pipeline and Hazardous Materials Safety Administration",Notice,Hazardous Materials: Notice of Applications for Modification to Special Permits,https://www.federalregister.gov/documents/2025/09/30/2025-19038/hazardous-materials-notice-of-applications-for-modification-to-special-permits,2025-19038
2025-09-30,"Treasury Department, Internal Revenue Service",Proposed Rule,Preparer Tax Identification Number (PTIN) User Fee Update,https://www.federalregister.gov/documents/2025/09/30/2025-19037/preparer-tax-identification-number-ptin-user-fee-update,2025-19037
2025-09-30,"Treasury Department, Internal Revenue Service",Rule,Preparer Tax Identification Number (PTIN) User Fee Update,https://www.federalregister.gov/documents/2025/09/30/2025-19036/preparer-tax-identification-number-ptin-user-fee-update,2025-19036
2025-09-30,"Commerce Department, International Trade Administration",Notice,Silicon Metal From the Kingdom of Thailand: Alignment of Final Countervailing Duty Determination With Final Less-Than-Fair-Value Determinations,https://www.federalregister.gov/documents/2025/09/30/2025-19035/silicon-metal-from-the-kingdom-of-thailand-alignment-of-final-countervailing-duty-determination-with,2025-19035
2025-09-30,"Interior Department, Indian Affairs Bureau",Notice,Receipt of Documented Petition for Federal Acknowledgment as an American Indian Tribe,https://www.federalregister.gov/documents/2025/09/30/2025-19033/receipt-of-documented-petition-for-federal-acknowledgment-as-an-american-indian-tribe,2025-19033
2025-09-30,"Commerce Department, International Trade Administration",Notice,"Crystalline Silicon Photovoltaic Cells, Whether or Not Assembled Into Modules, From the People's Republic of China: Initiation and Preliminary Results of Changed Circumstances Reviews and Intent To Revoke the Antidumping and Countervailing Duty Orders, in Part",https://www.federalregister.gov/documents/2025/09/30/2025-19032/crystalline-silicon-photovoltaic-cells-whether-or-not-assembled-into-modules-from-the-peoples,2025-19032
2025-09-30,"Commerce Department, International Trade Administration",Notice,Unwrought Palladium From the Russian Federation: Postponement of Preliminary Determination in the Countervailing Duty Investigation,https://www.federalregister.gov/documents/2025/09/30/2025-19031/unwrought-palladium-from-the-russian-federation-postponement-of-preliminary-determination-in-the,2025-19031
2025-09-30,"Commerce Department, International Trade Administration",Notice,Multilayered Wood Flooring From the People's Republic of China: Notice of Court Decision Not in Harmony With the Results of Antidumping Administrative Review; Notice of Amended Final Results,https://www.federalregister.gov/documents/2025/09/30/2025-19030/multilayered-wood-flooring-from-the-peoples-republic-of-china-notice-of-court-decision-not-in,2025-19030
2025-09-30,"Commerce Department, International Trade Administration",Notice,"Raw Honey From Brazil: Preliminary Results and Rescission, in Part, of Antidumping Duty Administrative Review; 2023-2024",https://www.federalregister.gov/documents/2025/09/30/2025-19029/raw-honey-from-brazil-preliminary-results-and-rescission-in-part-of-antidumping-duty-administrative,2025-19029
2025-09-30,"Commerce Department, International Trade Administration",Notice,Certain Freight Rail Couplers and Parts Thereof From India: Postponement of Preliminary Determination in the Countervailing Duty Investigation,https://www.federalregister.gov/documents/2025/09/30/2025-19028/certain-freight-rail-couplers-and-parts-thereof-from-india-postponement-of-preliminary-determination,2025-19028
2025-09-30,International Trade Commission,Notice,High Purity Dissolving Pulp From Brazil and Norway; Determinations,https://www.federalregister.gov/documents/2025/09/30/2025-19027/high-purity-dissolving-pulp-from-brazil-and-norway-determinations,2025-19027
2025-09-30,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Amended Notice of Meeting,https://www.federalregister.gov/documents/2025/09/30/2025-19026/center-for-scientific-review-amended-notice-of-meeting,2025-19026
2025-09-30,Interior Department,Notice,Agency Information Collection Activities; Submission to the Office of Management and Budget for Review and Approval; Application and Reports for Paleontological Permits,https://www.federalregister.gov/documents/2025/09/30/2025-19025/agency-information-collection-activities-submission-to-the-office-of-management-and-budget-for,2025-19025
2025-09-30,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/09/30/2025-19024/center-for-scientific-review-notice-of-closed-meetings,2025-19024
2025-09-30,Securities and Exchange Commission,Notice,Diameter Dynamic Credit Fund and Diameter DCF Advisor LLC,https://www.federalregister.gov/documents/2025/09/30/2025-19023/diameter-dynamic-credit-fund-and-diameter-dcf-advisor-llc,2025-19023
2025-09-30,Securities and Exchange Commission,Notice,"Audax PDB Management Company, LLC and Audax Private Credit Fund, LLC",https://www.federalregister.gov/documents/2025/09/30/2025-19022/audax-pdb-management-company-llc-and-audax-private-credit-fund-llc,2025-19022
2025-09-30,"Health and Human Services Department, National Institutes of Health",Notice,National Institute on Alcohol Abuse and Alcoholism; Notice of Closed Meeting,https://www.federalregister.gov/documents/2025/09/30/2025-19021/national-institute-on-alcohol-abuse-and-alcoholism-notice-of-closed-meeting,2025-19021
2025-09-30,"Health and Human Services Department, Centers for Disease Control and Prevention",Notice,Meeting of the Advisory Council for the Elimination of Tuberculosis,https://www.federalregister.gov/documents/2025/09/30/2025-19020/meeting-of-the-advisory-council-for-the-elimination-of-tuberculosis,2025-19020
2025-09-30,Education Department,Proposed Rule,Contingent Additional Meeting Dates for Negotiated Rulemaking Committee,https://www.federalregister.gov/documents/2025/09/30/2025-19019/contingent-additional-meeting-dates-for-negotiated-rulemaking-committee,2025-19019
2025-09-30,"Treasury Department, Internal Revenue Service",Proposed Rule,"Guidance Regarding Certain Matters Relating to Nonrecognition of Gain or Loss in Corporate Separations, Incorporations, and Reorganizations; Multi-Year Reporting Requirements for Corporate Separations and Related Transactions; Withdrawal",https://www.federalregister.gov/documents/2025/09/30/2025-19018/guidance-regarding-certain-matters-relating-to-nonrecognition-of-gain-or-loss-in-corporate,2025-19018
2025-09-30,"Agriculture Department, Animal and Plant Health Inspection Service",Rule,National Poultry Improvement Plan and Auxiliary Provisions,https://www.federalregister.gov/documents/2025/09/30/2025-19017/national-poultry-improvement-plan-and-auxiliary-provisions,2025-19017
2025-09-30,Securities and Exchange Commission,Notice,Self-Regulatory Organizations; BOX Exchange LLC; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change To Amend the Exchange's Bylaws,https://www.federalregister.gov/documents/2025/09/30/2025-19016/self-regulatory-organizations-box-exchange-llc-notice-of-filing-and-immediate-effectiveness-of-a,2025-19016
2025-09-30,Securities and Exchange Commission,Notice,Self-Regulatory Organizations; 24X National Exchange LLC; Notice of Filing and Immediate Effectiveness of Proposed Rule Change To Revise the Hours of Operation of the Exchange,https://www.federalregister.gov/documents/2025/09/30/2025-19015/self-regulatory-organizations-24x-national-exchange-llc-notice-of-filing-and-immediate-effectiveness,2025-19015
2025-09-30,Securities and Exchange Commission,Notice,"Self-Regulatory Organizations; Fixed Income Clearing Corporation; Notice of Designation of Longer Period for Commission Action on Proposed Rule Change To Establish a New Collateral-in-Lieu Offering Within the Sponsored GC Service, and Expand the Sponsored GC Service To Allow a Sponsoring Member to Submit for Clearing a “Done-Away” Sponsored GC Trade",https://www.federalregister.gov/documents/2025/09/30/2025-19014/self-regulatory-organizations-fixed-income-clearing-corporation-notice-of-designation-of-longer,2025-19014
2025-09-30,Securities and Exchange Commission,Notice,Self-Regulatory Organizations; Fixed Income Clearing Corporation; Notice of Filing of Proposed Rule Change To Modify the GSD Rulebook Relating to a New Service Offering Called the ACS Triparty Service,https://www.federalregister.gov/documents/2025/09/30/2025-19013/self-regulatory-organizations-fixed-income-clearing-corporation-notice-of-filing-of-proposed-rule,2025-19013
2025-09-30,Securities and Exchange Commission,Notice,"Self-Regulatory Organizations; Cboe EDGA Exchange, Inc.; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change To Update Rule 13.4(a)",https://www.federalregister.gov/documents/2025/09/30/2025-19012/self-regulatory-organizations-cboe-edga-exchange-inc-notice-of-filing-and-immediate-effectiveness-of,2025-19012
2025-09-30,Securities and Exchange Commission,Notice,Self-Regulatory Organizations; 24X National Exchange LLC; Notice of Filing and Immediate Effectiveness of Proposed Rule Change To Adopt Monthly Fees for Proprietary Market Data Feeds,https://www.federalregister.gov/documents/2025/09/30/2025-19011/self-regulatory-organizations-24x-national-exchange-llc-notice-of-filing-and-immediate-effectiveness,2025-19011
2025-09-30,Securities and Exchange Commission,Notice,Self-Regulatory Organizations; 24X National Exchange LLC; Notice of Filing and Immediate Effectiveness of Proposed Rule Change To Adopt Connectivity Fees,https://www.federalregister.gov/documents/2025/09/30/2025-19010/self-regulatory-organizations-24x-national-exchange-llc-notice-of-filing-and-immediate-effectiveness,2025-19010
2025-09-30,Surface Transportation Board,Proposed Rule,Updating Class I Rail Carrier Reporting Requirements,https://www.federalregister.gov/documents/2025/09/30/2025-19009/updating-class-i-rail-carrier-reporting-requirements,2025-19009
2025-09-30,"Commerce Department, National Oceanic and Atmospheric Administration",Notice,"Takes of Marine Mammals Incidental to Specified Activities; Taking Marine Mammals Incidental to the Yakutat Small Boat Harbor Replacement Project in Yakutat, Alaska",https://www.federalregister.gov/documents/2025/09/30/2025-19008/takes-of-marine-mammals-incidental-to-specified-activities-taking-marine-mammals-incidental-to-the,2025-19008
2025-09-30,Housing and Urban Development Department,Notice,Statutorily Mandated Designation of Difficult Development Areas and Qualified Census Tracts for 2026,https://www.federalregister.gov/documents/2025/09/30/2025-19007/statutorily-mandated-designation-of-difficult-development-areas-and-qualified-census-tracts-for-2026,2025-19007
2025-09-30,"National Foundation on the Arts and the Humanities, National Endowment for the Arts",Notice,National Council on the Arts 217th Meeting,https://www.federalregister.gov/documents/2025/09/30/2025-19006/national-council-on-the-arts-217th-meeting,2025-19006
2025-09-30,"Treasury Department, Internal Revenue Service",Rule,"Section 42, Low-Income Housing Credit Average Income Test Procedures",https://www.federalregister.gov/documents/2025/09/30/2025-19005/section-42-low-income-housing-credit-average-income-test-procedures,2025-19005
2025-09-30,Housing and Urban Development Department,Notice,Manufactured Housing Consensus Committee (MHCC): Notice Inviting Nominations of Individuals To Serve on the Committee,https://www.federalregister.gov/documents/2025/09/30/2025-19004/manufactured-housing-consensus-committee-mhcc-notice-inviting-nominations-of-individuals-to-serve-on,2025-19004
2025-09-30,Federal Reserve System,Notice,Change in Bank Control Notices; Acquisitions of Shares of a Bank or Bank Holding Company,https://www.federalregister.gov/documents/2025/09/30/2025-19003/change-in-bank-control-notices-acquisitions-of-shares-of-a-bank-or-bank-holding-company,2025-19003
2025-09-30,"Commerce Department, Industry and Security Bureau",Rule,Expansion of End-User Controls To Cover Affiliates of Certain Listed Entities,https://www.federalregister.gov/documents/2025/09/30/2025-19001/expansion-of-end-user-controls-to-cover-affiliates-of-certain-listed-entities,2025-19001
2025-09-30,"Energy Department, Federal Energy Regulatory Commission",Notice,"Transcontinental Gas Pipe Line Company, LLC: Notice of Application and Establishing Intervention Deadline",https://www.federalregister.gov/documents/2025/09/30/2025-19000/transcontinental-gas-pipe-line-company-llc-notice-of-application-and-establishing-intervention,2025-19000
2025-09-30,"Energy Department, Federal Energy Regulatory Commission",Notice,"Current Hydro Project 19, LLC; Notice of Application Ready for Environmental Analysis and Soliciting Comments, Recommendations, Terms and Conditions, and Prescriptions",https://www.federalregister.gov/documents/2025/09/30/2025-18999/current-hydro-project-19-llc-notice-of-application-ready-for-environmental-analysis-and-soliciting,2025-18999
2025-09-30,"Energy Department, Federal Energy Regulatory Commission",Notice,"Pike Island Hydropower Corporation; Notice of Application Ready for Environmental Analysis and Soliciting Comments, Recommendations, Terms and Conditions, and Prescriptions",https://www.federalregister.gov/documents/2025/09/30/2025-18998/pike-island-hydropower-corporation-notice-of-application-ready-for-environmental-analysis-and,2025-18998
2025-09-30,"Energy Department, Federal Energy Regulatory Commission",Notice,"Consolidated Hydro New York, LLC; Notice of Reasonable Period of Time for Water Quality Certification Application",https://www.federalregister.gov/documents/2025/09/30/2025-18997/consolidated-hydro-new-york-llc-notice-of-reasonable-period-of-time-for-water-quality-certification,2025-18997
2025-09-30,Federal Accounting Standards Advisory Board,Notice,"Notice of Issuance of Technical Bulletin 2025-1, Technical Clarifications: SFFAS 59, Accounting and Reporting of Government Land",https://www.federalregister.gov/documents/2025/09/30/2025-18996/notice-of-issuance-of-technical-bulletin-2025-1-technical-clarifications-sffas-59-accounting-and,2025-18996
2025-09-30,"Energy Department, Federal Energy Regulatory Commission",Notice,"Nightfall Renewables Inc.; Notice of Preliminary Permit Application Accepted for Filing and Soliciting Comments, Motions To Intervene, and Competing Applications",https://www.federalregister.gov/documents/2025/09/30/2025-18995/nightfall-renewables-inc-notice-of-preliminary-permit-application-accepted-for-filing-and-soliciting,2025-18995
2025-09-30,"Energy Department, Federal Energy Regulatory Commission",Notice,"Texas Eastern Transmission, LP; Notice of Request for Extension of Time",https://www.federalregister.gov/documents/2025/09/30/2025-18994/texas-eastern-transmission-lp-notice-of-request-for-extension-of-time,2025-18994
2025-09-30,"Energy Department, Federal Energy Regulatory Commission",Notice,"Gulf South Pipeline Company, LLC, Texas Gas Transmission, LLC; Notice of Application and Establishing Intervention Deadline",https://www.federalregister.gov/documents/2025/09/30/2025-18993/gulf-south-pipeline-company-llc-texas-gas-transmission-llc-notice-of-application-and-establishing,2025-18993
2025-09-30,"Commerce Department, Industry and Security Bureau",Rule,Revision of Firearms License Requirements,https://www.federalregister.gov/documents/2025/09/30/2025-18992/revision-of-firearms-license-requirements,2025-18992
2025-09-30,"Energy Department, Federal Energy Regulatory Commission",Notice,"Ohio Power and Light, LLC; Notice Soliciting Scoping Comments and Procedural Schedule",https://www.federalregister.gov/documents/2025/09/30/2025-18991/ohio-power-and-light-llc-notice-soliciting-scoping-comments-and-procedural-schedule,2025-18991
2025-09-30,"Interior Department, Indian Affairs Bureau",Notice,Receipt of Documented Petition for Federal Acknowledgment as an American Indian Tribe,https://www.federalregister.gov/documents/2025/09/30/2025-18990/receipt-of-documented-petition-for-federal-acknowledgment-as-an-american-indian-tribe,2025-18990
2025-09-30,"Transportation Department, Federal Aviation Administration",Rule,"Modification of Class E Airspace; Battle Mountain Airport, Battle Mountain, NV",https://www.federalregister.gov/documents/2025/09/30/2025-18989/modification-of-class-e-airspace-battle-mountain-airport-battle-mountain-nv,2025-18989
2025-09-30,Housing and Urban Development Department,Notice,Economic Growth Regulatory Relief and Consumer Protection Act: Implementation of National Standards for the Physical Inspection of Real Estate (NSPIRE); Extension of NSPIRE Compliance Date for CPD Programs,https://www.federalregister.gov/documents/2025/09/30/2025-18988/economic-growth-regulatory-relief-and-consumer-protection-act-implementation-of-national-standards,2025-18988
2025-09-30,Surface Transportation Board,Notice,Notice of Rail Energy Transportation Advisory Committee Meeting,https://www.federalregister.gov/documents/2025/09/30/2025-18987/notice-of-rail-energy-transportation-advisory-committee-meeting,2025-18987
2025-09-30,"Transportation Department, Federal Aviation Administration",Notice,"Research, Engineering, and Development Advisory Committee",https://www.federalregister.gov/documents/2025/09/30/2025-18986/research-engineering-and-development-advisory-committee,2025-18986
2025-09-30,Postal Regulatory Commission,Notice,New Postal Products,https://www.federalregister.gov/documents/2025/09/30/2025-18985/new-postal-products,2025-18985
2025-09-30,"Treasury Department, Internal Revenue Service",Proposed Rule,Previously Taxed Earnings and Profits and Related Basis Adjustments; Hearing Cancellation,https://www.federalregister.gov/documents/2025/09/30/2025-18984/previously-taxed-earnings-and-profits-and-related-basis-adjustments-hearing-cancellation,2025-18984
2025-09-30,"Commerce Department, International Trade Administration",Notice,Silicon Metal From the Lao People's Democratic Republic: Preliminary Affirmative Determination of Sales at Less Than Fair Value,https://www.federalregister.gov/documents/2025/09/30/2025-18983/silicon-metal-from-the-lao-peoples-democratic-republic-preliminary-affirmative-determination-of,2025-18983
2025-09-30,"Commerce Department, International Trade Administration",Notice,Silicon Metal From Angola: Preliminary Affirmative Determination of Sales at Less Than Fair Value,https://www.federalregister.gov/documents/2025/09/30/2025-18982/silicon-metal-from-angola-preliminary-affirmative-determination-of-sales-at-less-than-fair-value,2025-18982
2025-09-30,Surface Transportation Board,Notice,"CWW, LLC-Lease and Operation Exemption-Port of Walla Walla, Wash.",https://www.federalregister.gov/documents/2025/09/30/2025-18981/cww-llc-lease-and-operation-exemption-port-of-walla-walla-wash,2025-18981
2025-09-30,"Transportation Department, Office of the Secretary",Rule,Ensuring Safe Accommodations for Air Travelers With Disabilities Using Wheelchairs,https://www.federalregister.gov/documents/2025/09/30/2025-18980/ensuring-safe-accommodations-for-air-travelers-with-disabilities-using-wheelchairs,2025-18980
2025-09-30,"Health and Human Services Department, Centers for Medicare & Medicaid Services",Notice,Agency Information Collection Activities: Submission for OMB Review; Comment Request,https://www.federalregister.gov/documents/2025/09/30/2025-18979/agency-information-collection-activities-submission-for-omb-review-comment-request,2025-18979
2025-09-30,"Energy Department, Federal Energy Regulatory Commission",Notice,Combined Notice of Filings #1,https://www.federalregister.gov/documents/2025/09/30/2025-18978/combined-notice-of-filings-1,2025-18978
2025-09-30,"Energy Department, Federal Energy Regulatory Commission",Rule,Delegation of Authority Regarding Electric Reliability Organization's Delegation Agreement and Rules or Rule Changes Filings,https://www.federalregister.gov/documents/2025/09/30/2025-18977/delegation-of-authority-regarding-electric-reliability-organizations-delegation-agreement-and-rules,2025-18977
2025-09-30,"Energy Department, Federal Energy Regulatory Commission",Notice,Records Governing Off-the-Record Communications; Public Notice,https://www.federalregister.gov/documents/2025/09/30/2025-18976/records-governing-off-the-record-communications-public-notice,2025-18976
