발행일,발행부처,문서종류,제목(한글),제목(영문),원문링크
2025-12-18,Environmental Protection Agency,최종규칙(Rule),유해 대기 오염 물질에 대한 새로운 배출원 성능 표준 및 국가 배출 표준; 루이지애나주 권한 위임,New Source Performance Standards and National Emission Standards for Hazardous Air Pollutants; Delegation of Authority to Louisiana,https://www.federalregister.gov/documents/2025/12/18/2025-23284/new-source-performance-standards-and-national-emission-standards-for-hazardous-air-pollutants
2025-12-18,Environmental Protection Agency,최종규칙(Rule),새로운 소스 성능 표준; 오클라호마에 권한 위임,New Source Performance Standards; Delegation of Authority to Oklahoma,https://www.federalregister.gov/documents/2025/12/18/2025-23275/new-source-performance-standards-delegation-of-authority-to-oklahoma
2025-12-18,"Homeland Security Department, Coast Guard",최종규칙(Rule),"안전지대; 시카고 리버(메인 브랜치), 시카고, 일리노이","Safety Zone; Chicago River (Main Branch), Chicago, IL",https://www.federalregister.gov/documents/2025/12/18/2025-23263/safety-zone-chicago-river-main-branch-chicago-il
2025-12-18,Environmental Protection Agency,최종규칙(Rule),항공 계획 승인: 애리조나: 2012년 미세먼지 국가 대기질 표준에 대한 인프라 요구 사항,Air Plan Approval: Arizona: Infrastructure Requirements for the 2012 Fine Particulate Matter National Ambient Air Quality Standard,https://www.federalregister.gov/documents/2025/12/18/2025-23259/air-plan-approval-arizona-infrastructure-requirements-for-the-2012-fine-particulate-matter-national
2025-12-18,Federal Retirement Thrift Investment Board,최종규칙(Rule),누락된 대출 지불을 치료,Curing Missed Loan Payments,https://www.federalregister.gov/documents/2025/12/18/2025-23253/curing-missed-loan-payments
2025-12-18,Merit Systems Protection Board,최종규칙(Rule),관행 및 절차,Practices and Procedures,https://www.federalregister.gov/documents/2025/12/18/2025-23250/practices-and-procedures
2025-12-18,Securities and Exchange Commission,최종규칙(Rule),커미션 규칙 및 양식에 대한 기술적 개정,Technical Amendments to Commission Rules and Forms,https://www.federalregister.gov/documents/2025/12/18/2025-23248/technical-amendments-to-commission-rules-and-forms
2025-12-18,"Interior Department, Land Management Bureau",최종규칙(Rule),연방 육상 석유 및 가스 주 전역 채권; 단계적 도입 기한 연장,Federal Onshore Oil and Gas Statewide Bonds; Extension of Phase-In Deadline,https://www.federalregister.gov/documents/2025/12/18/2025-23228/federal-onshore-oil-and-gas-statewide-bonds-extension-of-phase-in-deadline
2025-12-17,"Homeland Security Department, Coast Guard",최종규칙(Rule),안전지대; 샌프란시스코 새해 전야 불꽃놀이; 캘리포니아주 샌프란시스코,"Safety Zone; San Francisco New Year's Eve Fireworks; San Francisco, CA",https://www.federalregister.gov/documents/2025/12/17/2025-23125/safety-zone-san-francisco-new-years-eve-fireworks-san-francisco-ca
2025-12-17,"Agriculture Department, Food and Nutrition Service",최종규칙(Rule),"여성, 유아 및 아동을 위한 특별 보충 영양 프로그램(WIC): 2022년 유아용 분유 접근법 시행 및 관련 조항; 수정안 수정","Special Supplemental Nutrition Program for Women, Infants, and Children (WIC): Implementation of the Access to Baby Formula Act of 2022 and Related Provisions; Correcting Amendments",https://www.federalregister.gov/documents/2025/12/17/2025-23089/special-supplemental-nutrition-program-for-women-infants-and-children-wic-implementation-of-the
2025-12-17,"Commerce Department, National Oceanic and Atmospheric Administration",최종규칙(Rule),특정 활동에 부수적으로 발생하는 해양 포유류에 대한 정보; 하와이-캘리포니아 훈련 및 시험 연구 지역에서 군사 준비 활동에 부수적으로 해양 포유류 포획,Takes of Marine Mammals Incidental to Specified Activities; Taking Marine Mammals Incidental to Military Readiness Activities in the Hawaii-California Training and Testing Study Area,https://www.federalregister.gov/documents/2025/12/17/2025-23088/takes-of-marine-mammals-incidental-to-specified-activities-taking-marine-mammals-incidental-to
2025-12-17,"Health and Human Services Department, Centers for Medicare & Medicaid Services",최종규칙(Rule),메디케어 프로그램; 2026년 연방 회계연도를 위한 입원 환자 재활 시설 전향적 지불 시스템 및 IRF 품질 보고 프로그램 업데이트; 보정,Medicare Program; Inpatient Rehabilitation Facility Prospective Payment System for Federal Fiscal Year 2026 and Updates to the IRF Quality Reporting Program; Correction,https://www.federalregister.gov/documents/2025/12/17/2025-23081/medicare-program-inpatient-rehabilitation-facility-prospective-payment-system-for-federal-fiscal
2025-12-16,Executive Office of the President,대통령문서,외국인 소유 및 정치적 동기를 지닌 의결권 자문가로부터 미국 투자자 보호,Protecting American Investors From Foreign-Owned and Politically-Motivated Proxy Advisors,https://www.federalregister.gov/documents/2025/12/16/2025-23093/protecting-american-investors-from-foreign-owned-and-politically-motivated-proxy-advisors
2025-12-16,Executive Office of the President,대통령문서,인공지능에 대한 국가 정책 프레임워크 보장,Ensuring a National Policy Framework for Artificial Intelligence,https://www.federalregister.gov/documents/2025/12/16/2025-23092/ensuring-a-national-policy-framework-for-artificial-intelligence
2025-12-16,Executive Office of the President,대통령문서,"총무청에 란 루이스 1세 입국항의 보행자 및 차량 국제 국경 통과를 현대화, 확장, 지속적으로 운영 및 유지하도록 승인","Authorizing the General Services Administration To Modernize, Expand, and Continue To Operate and Maintain a Pedestrian and Vehicular International Border Crossing at the Lan Luis I Land Port of Entry",https://www.federalregister.gov/documents/2025/12/16/2025-23091/authorizing-the-general-services-administration-to-modernize-expand-and-continue-to-operate-and
2025-12-16,"Commerce Department, National Oceanic and Atmospheric Administration",최종규칙(Rule),알래스카 외곽의 배타적경제수역 어업; 알래스카 만 중앙 규제 지역의 태평양 대구 재분배,Fisheries of the Exclusive Economic Zone Off Alaska; Reallocation of Pacific Cod in the Central Regulatory Area of the Gulf of Alaska,https://www.federalregister.gov/documents/2025/12/16/2025-22985/fisheries-of-the-exclusive-economic-zone-off-alaska-reallocation-of-pacific-cod-in-the-central
2025-12-16,"Homeland Security Department, Coast Guard",최종규칙(Rule),안전 구역; 항만 동부 오대호 지역 선장의 연례 행사,Safety Zones; Annual Events in the Captain of the Port Eastern Great Lakes Zone,https://www.federalregister.gov/documents/2025/12/16/2025-22968/safety-zones-annual-events-in-the-captain-of-the-port-eastern-great-lakes-zone
2025-12-16,"Homeland Security Department, Coast Guard",최종규칙(Rule),"특별 지역 규정; 샌디에고 퍼레이드 오브 라이트, 샌디에이고, 캘리포니아","Special Local Regulations; San Diego Parade of Lights, San Diego, CA",https://www.federalregister.gov/documents/2025/12/16/2025-22966/special-local-regulations-san-diego-parade-of-lights-san-diego-ca
2025-12-16,"Homeland Security Department, Coast Guard",최종규칙(Rule),"2025년 분기별 목록; 2분기; 안전 구역, 보안 구역 및 특별 지역 규정","2025 Quarterly Listings; Second Quarter; Safety Zones, Security Zones, and Special Local Regulations",https://www.federalregister.gov/documents/2025/12/16/2025-22961/2025-quarterly-listings-second-quarter-safety-zones-security-zones-and-special-local-regulations
2025-12-16,"Justice Department, Drug Enforcement Administration",최종규칙(Rule),"통제 물질 목록: 통제 물질법의 목록 I에서 4F-MDMB-BUTICA, ADB-4en-PINACA, 5F-EDMB-PICA 및 MMB-FUBICA의 임시 배치 연장","Schedules of Controlled Substances: Extension of Temporary Placement of 4F-MDMB-BUTICA, ADB-4en-PINACA, 5F-EDMB-PICA, and MMB-FUBICA in Schedule I of the Controlled Substances Act",https://www.federalregister.gov/documents/2025/12/16/2025-22960/schedules-of-controlled-substances-extension-of-temporary-placement-of-4f-mdmb-butica-adb-4en-pinaca
2025-12-16,"Homeland Security Department, Coast Guard",최종규칙(Rule),"안전지대; 불꽃놀이, 미시시피 강 하류, 나체즈, MS","Safety Zone; Fireworks Display, Lower Mississippi River, Natchez, MS",https://www.federalregister.gov/documents/2025/12/16/2025-22957/safety-zone-fireworks-display-lower-mississippi-river-natchez-ms
2025-12-16,"Commerce Department, National Oceanic and Atmospheric Administration",최종규칙(Rule),매그너슨-스티븐스법 조항; 서해안 주 외 어업; 태평양 연안 해저 어업; 2025-2026 격년 사양 및 관리 조치; 시즌 조정,Magnuson-Stevens Act Provisions; Fisheries Off West Coast States; Pacific Coast Groundfish Fishery; 2025-2026 Biennial Specifications and Management Measures; Inseason Adjustments,https://www.federalregister.gov/documents/2025/12/16/2025-22949/magnuson-stevens-act-provisions-fisheries-off-west-coast-states-pacific-coast-groundfish-fishery
2025-12-16,Environmental Protection Agency,최종규칙(Rule),SpCas9 단백질; 공차 요건 면제,SpCas9 Protein; Exemption From the Requirement of a Tolerance,https://www.federalregister.gov/documents/2025/12/16/2025-22927/spcas9-protein-exemption-from-the-requirement-of-a-tolerance
2025-12-16,General Services Administration,최종규칙(Rule),연방 관리 규정; 연방관리규정(FMR)을 행정부의 규제완화 우선순위에 맞춰 조정,Federal Management Regulation; Aligning the Federal Management Regulation (FMR) With the Administration's Deregulatory Priorities,https://www.federalregister.gov/documents/2025/12/16/2025-22915/federal-management-regulation-aligning-the-federal-management-regulation-fmr-with-the
2025-12-16,"Treasury Department, Comptroller of the Currency, Federal Reserve System, Consumer Financial Protection Bureau",최종규칙(Rule),고가 담보대출 면제 기준점에 대한 평가,Appraisals for Higher-Priced Mortgage Loans Exemption Threshold,https://www.federalregister.gov/documents/2025/12/16/2025-22875/appraisals-for-higher-priced-mortgage-loans-exemption-threshold
2025-12-16,"Treasury Department, Internal Revenue Service",최종규칙(Rule),인디언 부족 정부가 전액 소유한 단체,Entities Wholly Owned by Indian Tribal Governments,https://www.federalregister.gov/documents/2025/12/16/2025-22874/entities-wholly-owned-by-indian-tribal-governments
2025-12-16,"Treasury Department, Internal Revenue Service",최종규칙(Rule),부족 일반 복지 혜택,Tribal General Welfare Benefits,https://www.federalregister.gov/documents/2025/12/16/2025-22873/tribal-general-welfare-benefits
2025-12-16,Commodity Futures Trading Commission,최종규칙(Rule),해석 지침 철회: 특정 디지털 자산과 관련된 소매 상품 거래,Withdrawal of Interpretive Guidance: Retail Commodity Transactions Involving Certain Digital Assets,https://www.federalregister.gov/documents/2025/12/16/2025-22872/withdrawal-of-interpretive-guidance-retail-commodity-transactions-involving-certain-digital-assets
2025-12-16,"Commerce Department, National Oceanic and Atmospheric Administration",최종규칙(Rule),알래스카 외곽의 배타적경제수역 어업; 알래스카 만 서부 규제 지역의 태평양 대구 재분배,Fisheries of the Exclusive Economic Zone Off Alaska; Reallocation of Pacific Cod in the Western Regulatory Area of the Gulf of Alaska,https://www.federalregister.gov/documents/2025/12/16/2025-22854/fisheries-of-the-exclusive-economic-zone-off-alaska-reallocation-of-pacific-cod-in-the-western
2025-12-16,"Transportation Department, Federal Aviation Administration",최종규칙(Rule),감항성 지침; Airbus 헬리콥터 Deutschland GmbH(AHD) 헬리콥터,Airworthiness Directives; Airbus Helicopters Deutschland GmbH (AHD) Helicopters,https://www.federalregister.gov/documents/2025/12/16/2025-22848/airworthiness-directives-airbus-helicopters-deutschland-gmbh-ahd-helicopters
2025-12-16,"Transportation Department, Federal Aviation Administration",최종규칙(Rule),"E등급 공역의 수정 및 취소; 하와이 제도, 하와이; 보정","Modification and Revocation of Class E Airspace; Hawaiian Islands, HI; Correction",https://www.federalregister.gov/documents/2025/12/16/2025-22841/modification-and-revocation-of-class-e-airspace-hawaiian-islands-hi-correction
2025-12-15,Consumer Product Safety Commission,최종규칙(Rule),필수 장난감 안전 표준: 목수레에 대한 요구 사항,Mandatory Toy Safety Standards: Requirements for Neck Floats,https://www.federalregister.gov/documents/2025/12/15/2025-22827/mandatory-toy-safety-standards-requirements-for-neck-floats
