발행일,문서종류,관련부처,제목(한글),제목(영문),원문링크
2025-01-31,Presidential Document,Executive Office of the President,미국의 위대함을 기리는 이름 복원,Restoring Names That Honor American Greatness,https://www.federalregister.gov/documents/2025/01/31/2025-02096/restoring-names-that-honor-american-greatness
2025-01-31,Presidential Document,Executive Office of the President,연방 인력 내에서 정책에 영향을 미치는 직위에 대한 책임 회복,Restoring Accountability to Policy-Influencing Positions Within the Federal Workforce,https://www.federalregister.gov/documents/2025/01/31/2025-02095/restoring-accountability-to-policy-influencing-positions-within-the-federal-workforce
2025-01-30,Presidential Document,Executive Office of the President,연방 채용 절차 개혁 및 정부 서비스의 장점 복원,Reforming the Federal Hiring Process and Restoring Merit to Government Service,https://www.federalregister.gov/documents/2025/01/30/2025-02094/reforming-the-federal-hiring-process-and-restoring-merit-to-government-service
2025-01-30,Presidential Document,Executive Office of the President,미국의 대외 원조 재평가 및 재편성,Reevaluating and Realigning United States Foreign Aid,https://www.federalregister.gov/documents/2025/01/30/2025-02091/reevaluating-and-realigning-united-states-foreign-aid
2025-01-30,Presidential Document,Executive Office of the President,성별 이데올로기 극단주의로부터 여성을 보호하고 연방 정부에 생물학적 진실을 복원,Defending Women From Gender Ideology Extremism and Restoring Biological Truth to the Federal Government,https://www.federalregister.gov/documents/2025/01/30/2025-02090/defending-women-from-gender-ideology-extremism-and-restoring-biological-truth-to-the-federal
2025-01-30,Presidential Document,Executive Office of the President,미국의 영토 보전을 보호하는 데 있어 군대의 역할을 명확히 합니다.,Clarifying the Military's Role in Protecting the Territorial Integrity of the United States,https://www.federalregister.gov/documents/2025/01/30/2025-02089/clarifying-the-militarys-role-in-protecting-the-territorial-integrity-of-the-united-states
2025-01-30,Presidential Document,Executive Office of the President,외국의 적 통제 응용 프로그램으로부터 미국인을 보호하는 법을 TikTok에 적용,Application of Protecting Americans From Foreign Adversary Controlled Applications Act to TikTok,https://www.federalregister.gov/documents/2025/01/30/2025-02087/application-of-protecting-americans-from-foreign-adversary-controlled-applications-act-to-tiktok
2025-01-30,Presidential Document,Executive Office of the President,경제협력개발기구(OECD) 글로벌 조세 거래(Global Tax Deal),The Organization for Economic Co-Operation and Development (OECD) Global Tax Deal (Global Tax Deal),https://www.federalregister.gov/documents/2025/01/30/2025-02043/the-organization-for-economic-co-operation-and-development-oecd-global-tax-deal-global-tax-deal
2025-01-30,Presidential Document,Executive Office of the President,경력 고위 임원의 책임 회복,Restoring Accountability for Career Senior Executives,https://www.federalregister.gov/documents/2025/01/30/2025-02042/restoring-accountability-for-career-senior-executives
2025-01-30,Presidential Document,Executive Office of the President,물고기보다 사람을 두기: 남부 캘리포니아에 물을 공급하기 위해 급진적인 환경 사고방식 중단,Putting People Over Fish: Stopping Radical Environ mentalism To Provide Water to Southern California,https://www.federalregister.gov/documents/2025/01/30/2025-02041/putting-people-over-fish-stopping-radical-environ-mentalism-to-provide-water-to-southern-california
2025-01-30,Presidential Document,Executive Office of the President,아름다운 연방 시민 건축 홍보,Promoting Beautiful Federal Civic Architecture,https://www.federalregister.gov/documents/2025/01/30/2025-02037/promoting-beautiful-federal-civic-architecture
2025-01-30,Presidential Document,Executive Office of the President,대통령실의 보안 인가 적체 문제를 해결하기 위한 각서,Memorandum To Resolve the Backlog of Security Clearances for Executive Office of the President Personnel,https://www.federalregister.gov/documents/2025/01/30/2025-02033/memorandum-to-resolve-the-backlog-of-security-clearances-for-executive-office-of-the-president
2025-01-30,Presidential Document,Executive Office of the President,미국 우선 무역 정책,America First Trade Policy,https://www.federalregister.gov/documents/2025/01/30/2025-02032/america-first-trade-policy
2025-01-30,Presidential Document,Executive Office of the President,국경 확보,Securing Our Borders,https://www.federalregister.gov/documents/2025/01/30/2025-02015/securing-our-borders
2025-01-30,Presidential Document,Executive Office of the President,사형 부활과 공공 안전 보호,Restoring the Death Penalty and Protecting Public Safety,https://www.federalregister.gov/documents/2025/01/30/2025-02012/restoring-the-death-penalty-and-protecting-public-safety
2025-01-30,Presidential Document,Executive Office of the President,미국 난민 입학 프로그램 재조정,Realigning the United States Refugee Admissions Program,https://www.federalregister.gov/documents/2025/01/30/2025-02011/realigning-the-united-states-refugee-admissions-program
2025-01-30,Presidential Document,Executive Office of the President,국제 환경 협약에서 미국을 최우선으로 생각,Putting America First in International Environmental Agreements,https://www.federalregister.gov/documents/2025/01/30/2025-02010/putting-america-first-in-international-environmental-agreements
2025-01-30,Presidential Document,Executive Office of the President,외국 테러리스트와 기타 국가 안보 및 공공 안전 위협으로부터 미국을 보호합니다.,Protecting the United States From Foreign Terrorists and Other National Security and Public Safety Threats,https://www.federalregister.gov/documents/2025/01/30/2025-02009/protecting-the-united-states-from-foreign-terrorists-and-other-national-security-and-public-safety
2025-01-29,Presidential Document,Executive Office of the President,미국 시민권의 의미와 가치 보호,Protecting the Meaning and Value of American Citizenship,https://www.federalregister.gov/documents/2025/01/29/2025-02007/protecting-the-meaning-and-value-of-american-citizenship
2025-01-29,Presidential Document,Executive Office of the President,침략으로부터 미국 국민을 보호,Protecting the American People Against Invasion,https://www.federalregister.gov/documents/2025/01/29/2025-02006/protecting-the-american-people-against-invasion
2025-01-29,Presidential Document,Executive Office of the President,대통령 직속 '행정부 효율성부' 설치 및 시행,"Establishing and Implementing the President's ""Department of Government Efficiency""",https://www.federalregister.gov/documents/2025/01/29/2025-02005/establishing-and-implementing-the-presidents-department-of-government-efficiency
2025-01-29,Presidential Document,Executive Office of the President,카르텔 및 기타 조직을 외국 테러 조직 및 특별 지정 글로벌 테러리스트로 지정,Designating Cartels and Other Organizations as Foreign Terrorist Organizations and Specially Designated Global Terrorists,https://www.federalregister.gov/documents/2025/01/29/2025-02004/designating-cartels-and-other-organizations-as-foreign-terrorist-organizations-and-specially
2025-01-29,Presidential Document,Executive Office of the President,국가 에너지 비상사태 선포,Declaring a National Energy Emergency,https://www.federalregister.gov/documents/2025/01/29/2025-02003/declaring-a-national-energy-emergency
2025-01-29,Presidential Document,Executive Office of the President,해상 풍력 임대에서 대륙붕 외부 모든 지역의 임시 철수 및 풍력 프로젝트에 대한 연방 정부의 임대 및 허가 관행 검토,Temporary Withdrawal of All Areas on the Outer Continental Shelf From Offshore Wind Leasing and Review of the Federal Government's Leasing and Permitting Practices for Wind Projects,https://www.federalregister.gov/documents/2025/01/29/2025-01966/temporary-withdrawal-of-all-areas-on-the-outer-continental-shelf-from-offshore-wind-leasing-and
2025-01-29,Presidential Document,Executive Office of the President,세계보건기구(WHO)에서 미국을 탈퇴하다,Withdrawing the United States From the World Health Organization,https://www.federalregister.gov/documents/2025/01/29/2025-01957/withdrawing-the-united-states-from-the-world-health-organization
2025-01-29,Presidential Document,Executive Office of the President,미국 에너지의 해방,Unleashing American Energy,https://www.federalregister.gov/documents/2025/01/29/2025-01956/unleashing-american-energy
2025-01-29,Presidential Document,Executive Office of the President,알래스카의 놀라운 자원 잠재력 발휘,Unleashing Alaska's Extraordinary Resource Potential,https://www.federalregister.gov/documents/2025/01/29/2025-01955/unleashing-alaskas-extraordinary-resource-potential
2025-01-29,Presidential Document,Executive Office of the President,선거 간섭 및 민감한 정부 정보의 부적절한 공개에 대해 전직 공무원에게 책임을 묻는다,Holding Former Government Officials Accountable for Election Interference and Improper Disclosure of Sensitive Governmental Information,https://www.federalregister.gov/documents/2025/01/29/2025-01954/holding-former-government-officials-accountable-for-election-interference-and-improper-disclosure-of
2025-01-29,Presidential Document,Executive Office of the President,급진적이고 낭비적인 정부 DEI 프로그램 및 특혜 종료,Ending Radical and Wasteful Government DEI Programs and Preferencing,https://www.federalregister.gov/documents/2025/01/29/2025-01953/ending-radical-and-wasteful-government-dei-programs-and-preferencing
2025-01-29,Presidential Document,Executive Office of the President,국무장관에게 보내는 미국 우선주의 정책 지침,America First Policy Directive to the Secretary of State,https://www.federalregister.gov/documents/2025/01/29/2025-01952/america-first-policy-directive-to-the-secretary-of-state
2025-01-29,Presidential Document,Executive Office of the President,침략으로부터 국가 보호 보장,Guaranteeing the States Protection Against Invasion,https://www.federalregister.gov/documents/2025/01/29/2025-01951/guaranteeing-the-states-protection-against-invasion
2025-01-29,Presidential Document,Executive Office of the President,2021년 1월 6일 미국 국회의사당 또는 인근에서 발생한 사건과 관련된 특정 범죄에 대한 사면 및 감형 부여,"Granting Pardons and Commutation of Sentences for Certain Offenses Relating to the Events at or Near the United States Capitol on January 6, 2021",https://www.federalregister.gov/documents/2025/01/29/2025-01950/granting-pardons-and-commutation-of-sentences-for-certain-offenses-relating-to-the-events-at-or-near
2025-01-29,Presidential Document,Executive Office of the President,미국 남부 국경에 국가 비상사태를 선포하다,Declaring a National Emergency at the Southern Border of the United States,https://www.federalregister.gov/documents/2025/01/29/2025-01948/declaring-a-national-emergency-at-the-southern-border-of-the-united-states
2025-01-28,Presidential Document,Executive Office of the President,대면 업무로 복귀,Return to In-Person Work,https://www.federalregister.gov/documents/2025/01/28/2025-01907/return-to-in-person-work
2025-01-28,Presidential Document,Executive Office of the President,규제 동결 검토 보류 중,Regulatory Freeze Pending Review,https://www.federalregister.gov/documents/2025/01/28/2025-01906/regulatory-freeze-pending-review
2025-01-28,Presidential Document,Executive Office of the President,프리즈 채용,Hiring Freeze,https://www.federalregister.gov/documents/2025/01/28/2025-01905/hiring-freeze
2025-01-28,Presidential Document,Executive Office of the President,미국 가족을 위한 긴급 물가 구제 제공 및 생활비 위기 극복,Delivering Emergency Price Relief for American Families and Defeating the Cost-of-Living Crisis,https://www.federalregister.gov/documents/2025/01/28/2025-01904/delivering-emergency-price-relief-for-american-families-and-defeating-the-cost-of-living-crisis
2025-01-28,Presidential Document,Executive Office of the President,표현의 자유 회복 및 연방 검열 종료,Restoring Freedom of Speech and Ending Federal Censorship,https://www.federalregister.gov/documents/2025/01/28/2025-01902/restoring-freedom-of-speech-and-ending-federal-censorship
2025-01-28,Presidential Document,Executive Office of the President,유해한 행정 명령 및 조치의 최초 철회,Initial Rescissions of Harmful Executive Orders and Actions,https://www.federalregister.gov/documents/2025/01/28/2025-01901/initial-rescissions-of-harmful-executive-orders-and-actions
2025-01-28,Presidential Document,Executive Office of the President,연방정부의 무기화 종식,Ending the Weaponization of the Federal Government,https://www.federalregister.gov/documents/2025/01/28/2025-01900/ending-the-weaponization-of-the-federal-government
2025-01-28,Presidential Document,Executive Office of the President,취임식에 전직원이 미국 국기를 게양하는 모습,Flying the Flag of the United States at Full- Staff on Inauguration Day,https://www.federalregister.gov/documents/2025/01/28/2025-01899/flying-the-flag-of-the-united-states-at-full--staff-on-inauguration-day
